id,eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,target1,natlty1,natlty1_txt,gname,guncertain1,individual,weaptype1,weaptype1_txt,nkill,property,ishostkid,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY
118089,201306150014,2013,6,15,0,60,Egypt,10,Middle East & North Africa,South Sinai,Wadi Feiran,28.712988,33.663463,1.0,1,1,1,1,0.0,0.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Joint Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,-9,0.0,START Primary Collection,-9,-9,0,-9
118287,201306210031,2013,6,21,0,60,Egypt,10,Middle East & North Africa,Qalyubia,Warak district,30.118598,31.246841999999997,3.0,0,1,1,1,0.0,0.0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,84.0,Political Party Member/Rally,Headquarters,60.0,Egypt,Unknown,0.0,0,8,Incendiary,0.0,1,0.0,START Primary Collection,-9,-9,0,-9
118457,201306260039,2013,6,26,1,60,Egypt,10,Middle East & North Africa,Unknown,Unknown,,,5.0,0,1,1,1,0.0,0.0,1,0,6,Hostage Taking (Kidnapping),3,Police,25.0,Police Security Forces/Officers,Officers,60.0,Egypt,Bedouin tribesmen,0.0,0,5,Firearms,,-9,1.0,START Primary Collection,-9,-9,0,-9
118511,201306280029,2013,6,28,0,60,Egypt,10,Middle East & North Africa,Port Said,Port Said,31.265289000000003,32.301866,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,83.0,Protester,Protesters,60.0,Egypt,Unknown,0.0,0,6,Explosives,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
118516,201306280040,2013,6,28,0,60,Egypt,10,Middle East & North Africa,Al Sharqia,Zagazig,30.576563,31.504058,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,22,Violent Political Party,110.0,Party Office/Facility,Office,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,-9,0.0,START Primary Collection,-9,-9,0,-9
118527,201306290008,2013,6,29,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Colonel: Mohammed Hani,60.0,Egypt,Muslim extremists,0.0,0,5,Firearms,1.0,1,0.0,START Primary Collection,-9,-9,0,-9
118535,201306290019,2013,6,29,0,60,Egypt,10,Middle East & North Africa,North Sinai,Gowra,30.608471999999995,33.617577000000004,2.0,0,1,1,0,1.0,0.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,1,0.0,START Primary Collection,-9,-9,0,-9
118689,201307030042,2013,7,3,0,60,Egypt,10,Middle East & North Africa,Matruh,Metrouh,31.335898999999998,27.248632,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,22.0,"Police Building (headquarters, station, school)",Matrouh Police Headquarters,60.0,Egypt,Unknown,0.0,0,5,Firearms,6.0,0,0.0,START Primary Collection,-9,-9,0,-9
118715,201307040045,2013,7,4,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,0.0,0,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
118716,201307040046,2013,7,4,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Officer: Ahmad Yahya Salameh,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,1,0.0,START Primary Collection,-9,-9,0,-9
118734,201307050007,2013,7,5,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,1,1,1,1,0.0,1.0,1,0,3,Bombing/Explosion,6,Airports & Aircraft,44.0,Airport,Airport,60.0,Egypt,Muslim extremists,0.0,0,6,Explosives,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
118735,201307050008,2013,7,5,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.275909999999996,34.217949,1.0,0,1,1,0,1.0,1.0,1,0,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Camp,60.0,Egypt,Muslim extremists,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
118736,201307050009,2013,7,5,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,1,0.0,1.0,1,0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",Police Station,60.0,Egypt,Muslim extremists,0.0,0,6,Explosives,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
118737,201307050010,2013,7,5,0,60,Egypt,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065000000004,1.0,0,1,1,0,1.0,1.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Muslim extremists,0.0,0,6,Explosives,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
118738,201307050011,2013,7,5,0,60,Egypt,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065000000004,1.0,0,1,1,0,1.0,1.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Muslim extremists,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
118739,201307050012,2013,7,5,0,60,Egypt,10,Middle East & North Africa,North Sinai,Al-Gura,31.082872,34.146267,1.0,0,1,1,0,1.0,1.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Muslim extremists,0.0,0,6,Explosives,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
118740,201307050013,2013,7,5,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,1,0.0,1.0,1,0,2,Armed Assault,3,Police,24.0,Police Checkpoint,Checkpoint,60.0,Egypt,Muslim extremists,0.0,0,5,Firearms,,0,0.0,START Primary Collection,-9,-9,0,-9
118741,201307050014,2013,7,5,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Officers,60.0,Egypt,Unknown,0.0,0,5,Firearms,2.0,0,0.0,START Primary Collection,-9,-9,0,-9
118742,201307050015,2013,7,5,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Officers,60.0,Egypt,Unknown,0.0,0,5,Firearms,2.0,0,0.0,START Primary Collection,-9,-9,0,-9
118766,201307060001,2013,7,6,1,60,Egypt,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065000000004,1.0,0,1,1,1,0.0,0.0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,69.0,Religion Identified,Coptic Christian Shopkeeper: Magdy Lamay Habib,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,1.0,START Primary Collection,-9,-9,0,-9
118767,201307060002,2013,7,6,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,15,Religious Figures/Institutions,85.0,Religious Figure,Coptic Priest: Mina Aboud Sharween,60.0,Egypt,Muslim extremists,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
118786,201307060026,2013,7,6,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,0,1.0,0.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,,-9,0.0,START Primary Collection,-9,-9,0,-9
118787,201307060028,2013,7,7,0,60,Egypt,10,Middle East & North Africa,North Sinai,Unknown,30.608471999999995,33.617577000000004,4.0,0,1,1,0,1.0,0.0,0,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
118806,201307070012,2013,7,7,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,1.0,1,0,3,Bombing/Explosion,21,Utilities,106.0,Gas,Gas Pipeline,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,1,0.0,START Primary Collection,-9,-9,0,-9
118807,201307070013,2013,7,7,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,1.0,1,0,3,Bombing/Explosion,21,Utilities,106.0,Gas,Gas Pipeline,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,1,0.0,START Primary Collection,-9,-9,0,-9
118808,201307070014,2013,7,7,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,0,0,2,Armed Assault,2,Government (General),21.0,Government Building/Facility/Office,Provincial Headquarters,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
118819,201307070027,2013,7,7,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,0.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
118820,201307070028,2013,7,7,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,13,Other,64.0,Fire Fighter/Truck,Firefighters,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
118827,201307070043,2013,7,7,0,60,Egypt,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065000000004,1.0,0,1,1,0,1.0,0.0,0,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
118828,201307070044,2013,7,7,0,60,Egypt,10,Middle East & North Africa,North Sinai,Unknown,30.608471999999995,33.617577000000004,4.0,0,1,1,1,0.0,0.0,0,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
118851,201307080025,2013,7,8,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,2,Government (General),21.0,Government Building/Facility/Office,Presidential Guard Building,60.0,Egypt,Unknown,0.0,0,5,Firearms,5.0,0,0.0,START Primary Collection,-9,-9,0,-9
118856,201307080036,2013,7,8,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Soldier: Ahmad Muhammad Mahjoub,60.0,Egypt,Muslim extremists,0.0,0,9,Melee,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
118857,201307080037,2013,7,8,0,60,Egypt,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065000000004,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,21,Utilities,107.0,Electricity,Power Station,60.0,Egypt,Muslim extremists,0.0,0,5,Firearms,0.0,-9,0.0,START Primary Collection,-9,-9,0,-9
118864,201307080050,2013,7,8,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,0.0,0,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
118873,201307090001,2013,7,9,0,60,Egypt,10,Middle East & North Africa,Giza,Giza,30.022924,31.185191999999997,1.0,0,1,1,1,0.0,0.0,0,0,3,Bombing/Explosion,20,Unknown,,,Unknown,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
118875,201307090003,2013,7,9,0,60,Egypt,10,Middle East & North Africa,North Sinai,Sadr El-Heytan,31.229982,34.228489,2.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,24.0,Police Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,6,Explosives,2.0,1,0.0,START Primary Collection,-9,-9,0,-9
118876,201307090004,2013,7,9,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.275909999999996,34.217949,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,22.0,"Police Building (headquarters, station, school)",Camp,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
118894,201307090025,2013,7,9,0,60,Egypt,10,Middle East & North Africa,Port Said,Port Said,31.265289000000003,32.301866,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,15,Religious Figures/Institutions,86.0,Place of Worship,Church,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,1,0.0,START Primary Collection,-9,-9,0,-9
118904,201307100001,2013,7,10,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,1,1,1,1,0.0,0.0,0,0,2,Armed Assault,3,Police,24.0,Police Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
118907,201307100011,2013,7,10,0,60,Egypt,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065000000004,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Second Field Commander: Major General Ahmed Wasfy,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
118985,201307120015,2013,7,12,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,1.0,1,0,3,Bombing/Explosion,3,Police,24.0,Police Checkpoint,Checkpoint,60.0,Egypt,Muslim extremists,1.0,0,6,Explosives,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
118986,201307120016,2013,7,12,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,1.0,1,0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",Police Station,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
118987,201307120017,2013,7,12,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,1.0,1,0,3,Bombing/Explosion,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
118988,201307120018,2013,7,12,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,1.0,1,0,3,Bombing/Explosion,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
119022,201307130046,2013,7,13,0,60,Egypt,10,Middle East & North Africa,Aswan,Edfu,24.978548,32.875820000000004,1.0,0,1,1,1,0.0,0.0,0,0,3,Bombing/Explosion,3,Police,24.0,Police Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
119064,201307140043,2013,7,14,0,60,Egypt,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.213976000000002,34.174690000000005,1.0,1,1,1,0,1.0,1.0,0,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
119073,201307140059,2013,7,14,0,60,Egypt,10,Middle East & North Africa,North Sinai,Karam al-Qawadiysh,30.608471999999995,33.617577000000004,4.0,0,1,1,0,1.0,1.0,1,0,2,Armed Assault,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Barricade,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,-9,0.0,START Primary Collection,-9,-9,0,-9
119108,201307150033,2013,7,15,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,1,Business,12.0,Construction,Cement Factory Workers,60.0,Egypt,Unknown,0.0,0,6,Explosives,3.0,1,0.0,START Primary Collection,-9,-9,0,-9
119165,201307170022,2013,7,17,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,22.0,"Police Building (headquarters, station, school)",Police Station,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
119166,201307170023,2013,7,16,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,0,1.0,1.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
119167,201307170024,2013,7,16,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,0,1.0,1.0,1,0,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Headquarters,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
119168,201307170025,2013,7,16,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,0,1.0,1.0,1,0,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Post,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
119169,201307170026,2013,7,17,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,1.0,0,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
119170,201307170027,2013,7,17,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,1.0,0,0,9,Unknown,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,13,Unknown,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
119172,201307170029,2013,7,17,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,1,0.0,0.0,1,0,9,Unknown,3,Police,23.0,Police Patrol (including vehicles and convoys),Vehicle,60.0,Egypt,Unknown,0.0,0,13,Unknown,0.0,-9,0.0,START Primary Collection,-9,-9,0,-9
119230,201307190042,2013,7,19,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,0.0,1,0,3,Bombing/Explosion,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
119232,201307190044,2013,7,19,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,1.0,1,0,3,Bombing/Explosion,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Muslim extremists,0.0,0,6,Explosives,1.0,1,0.0,START Primary Collection,-9,-9,0,-9
119233,201307190045,2013,7,19,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,1.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Muslim extremists,0.0,0,6,Explosives,1.0,1,0.0,START Primary Collection,-9,-9,0,-9
119234,201307190046,2013,7,19,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,1.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Muslim extremists,0.0,0,6,Explosives,0.0,1,0.0,START Primary Collection,-9,-9,0,-9
119235,201307190047,2013,7,19,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,1.0,1,0,3,Bombing/Explosion,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Muslim extremists,0.0,0,6,Explosives,0.0,1,0.0,START Primary Collection,-9,-9,0,-9
119236,201307190048,2013,7,19,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,1.0,1,0,2,Armed Assault,3,Police,22.0,"Police Building (headquarters, station, school)",Police Station,60.0,Egypt,Muslim extremists,0.0,0,5,Firearms,0.0,-9,0.0,START Primary Collection,-9,-9,0,-9
119237,201307190049,2013,7,19,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,1.0,1,0,2,Armed Assault,3,Police,22.0,"Police Building (headquarters, station, school)",Police Station,60.0,Egypt,Muslim extremists,0.0,0,5,Firearms,0.0,-9,0.0,START Primary Collection,-9,-9,0,-9
119274,201307200030,2013,7,20,0,60,Egypt,10,Middle East & North Africa,Ismailia,Abu Soweir,30.562224,32.111443,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",Police Station,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,1,0.0,START Primary Collection,-9,-9,0,-9
119279,201307200040,2013,7,20,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,1.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
119280,201307200041,2013,7,20,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,1,1,1,0,1.0,1.0,1,0,9,Unknown,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,13,Unknown,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
119281,201307200042,2013,7,20,0,60,Egypt,10,Middle East & North Africa,North Sinai,Bagdad,30.65881,33.717453000000006,1.0,0,1,1,0,1.0,1.0,1,0,9,Unknown,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,13,Unknown,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
119314,201307210024,2013,7,21,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,1.0,1,0,2,Armed Assault,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Building,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
119315,201307210025,2013,7,21,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,1.0,1,0,2,Armed Assault,2,Government (General),21.0,Government Building/Facility/Office,Administration Building,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
119316,201307210026,2013,7,21,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,1.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Security Checkpoint,60.0,Egypt,Unknown,0.0,0,6,Explosives,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
119317,201307210027,2013,7,21,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,0,1.0,1.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Border Security Checkpoint,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
119356,201307220039,2013,7,22,0,60,Egypt,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.150532000000002,34.003844,1.0,0,1,1,1,0.0,1.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
119357,201307220040,2013,7,22,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,1.0,1,0,2,Armed Assault,3,Police,22.0,"Police Building (headquarters, station, school)",Police Station,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
119358,201307220041,2013,7,22,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,10,Journalists & Media,54.0,Radio Journalist/Staff/Facility,Building,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
119359,201307220042,2013,7,22,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,1,0.0,START Primary Collection,-9,-9,0,-9
119360,201307220043,2013,7,22,0,60,Egypt,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065000000004,1.0,0,1,1,1,0.0,1.0,1,0,2,Armed Assault,3,Police,22.0,"Police Building (headquarters, station, school)",Police Station,60.0,Egypt,Unknown,0.0,0,5,Firearms,,0,0.0,START Primary Collection,-9,-9,0,-9
119361,201307220044,2013,7,22,0,60,Egypt,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065000000004,1.0,0,1,1,0,1.0,1.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
119362,201307220045,2013,7,22,0,60,Egypt,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065000000004,1.0,0,1,1,0,1.0,1.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
